,SensorLocation,Activity,MeanSM,StDevSM,MdnSM,belowPer25SM,belowPer75SM,TotPower_0.3_15,FirsDomFre_0.3_15,PowFirsDomFre_0.3_15,SecDomFre_0.3_15,PowSecDomFre_0.3_15,FirsDomFre_0.6_2.5,PowFirsDomFre_0.6_2.5,FirsDomFre_per_TotPower_0.3_15
818,Dominant-Upper-Arm,sitting:-legs-straight,788.1847872,1.057858074,788.3298802,11984.50587,20631.56017,174688.3797,7.780149413,7755.628569,0.672358591,4969.551179,0.864461046,4597.546069,4.45E-05
819,Dominant-Upper-Arm,sitting:-legs-straight,787.2938621,1.650144675,787.3728469,5551.868154,9438.470003,30274.20735,0.447761194,4894.455827,0.895522388,3436.549795,1.343283582,3350.904251,1.48E-05
820,Dominant-Upper-Arm,sitting:-legs-straight,786.7587802,1.115167835,786.6441381,10767.57099,19798.10514,158139.1072,6.595744681,5455.189199,5.425531915,5241.500576,1.170212766,1677.450724,4.17E-05
821,Dominant-Upper-Arm,sitting:-legs-straight,786.7581679,1.080099061,786.6441381,11832.78653,20728.8602,164273.7844,1.445396146,4467.968259,0.385438972,4357.725889,1.445396146,4536.384399,8.80E-06
822,Dominant-Upper-Arm,sitting:-legs-straight,787.7226779,1.147978459,787.6807729,9303.749782,15939.78155,63932.1365,0.322580645,5967.783929,6.774193548,2169.922969,2.258064516,1273.438973,5.05E-06
823,Dominant-Upper-Arm,sitting:-legs-straight,788.0709634,1.060210933,788.1230868,13257.76701,23124.08556,273103.3201,1.079691517,8818.329075,0.30848329,8017.282782,1.079691517,7499.831032,3.95E-06
824,Dominant-Upper-Arm,sitting:-legs-straight,777.1566261,8.791187504,778.3630258,12184.86204,21342.27443,12232082.99,0.266009852,1471477.01,0.354679803,1277570.716,0.709359606,901844.8214,2.17E-08
825,Dominant-Upper-Arm,sitting:-legs-straight,770.7385134,3.262430392,769.9311658,11519.43588,20163.55378,2150651.359,0.586319218,132025.1206,1.270358306,131668.2664,1.270358306,134080.6032,2.73E-07
826,Dominant-Upper-Arm,sitting:-legs-straight,770.4584362,1.283626289,770.5186565,11350.91415,20002.37408,281393.9141,7.843137255,10213.36982,6.274509804,8202.980281,0.784313725,2268.566496,2.79E-05
827,Dominant-Upper-Arm,sitting:-legs-straight,770.2483182,1.234010255,770.1441424,11452.83327,20027.37839,292491.6851,6.091703057,19572.80093,7.172489083,16742.74647,0.786026201,4428.491641,2.08E-05
828,Dominant-Upper-Arm,sitting:-legs-straight,770.3612351,1.153724588,770.2765737,11533.42833,20193.49809,253206.712,7.125813449,13346.69134,10.2494577,11421.66963,1.073752712,5353.752686,2.81E-05
829,Dominant-Upper-Arm,sitting:-legs-straight,770.15459,1.268184069,770.1077847,11578.85607,20157.60194,286970.3661,0.293797606,14590.26678,6.659412405,8496.816281,0.783460283,5519.627859,1.02E-06
830,Dominant-Upper-Arm,sitting:-legs-straight,769.3056377,1.227944535,769.2990316,11618.54255,20165.00972,281426.6746,6.568627451,21643.08919,5.294117647,14092.54688,0.784313725,2997.144525,2.33E-05
